1.2267 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
5.2945 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1440, 900]. Using actual size
6.5499 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

6.5541 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f89a15269a0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7f8940469610>, multiSample=False, name='window1', numSamples=2, pos=[360.0, 225.0], screen=0, size=array([2880, 1800]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.5548 	EXP 	window1: mouseVisible = True
6.5565 	EXP 	window1: mouseVisible = False
6.5565 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
6.5565 	EXP 	window1: recordFrameIntervals = False
6.6548 	EXP 	window1: recordFrameIntervals = True
7.4884 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

9.4665 	EXP 	Created first_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='checkerboard1.jpg', interpolate=True, mask=None, maskParams=None, name='first_image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
9.4809 	EXP 	Created secondimage = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='checkerboard2.jpg', interpolate=True, mask=None, maskParams=None, name='secondimage', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
9.4829 	EXP 	Created sequence: random, trialTypes=1, nReps=50, seed=None
9.4832 	EXP 	New trial (rep=0, index=0): None
9.5010 	WARNING 	t of last frame was 2013.00ms (=1/0)
9.5010 	EXP 	first_image: autoDraw = True
9.6654 	EXP 	first_image: autoDraw = False
9.6654 	EXP 	first_image: autoDraw = False
9.6654 	EXP 	secondimage: autoDraw = True
9.8168 	EXP 	New trial (rep=1, index=0): None
9.8237 	EXP 	secondimage: autoDraw = False
9.8237 	EXP 	secondimage: autoDraw = False
9.8237 	EXP 	first_image: autoDraw = True
9.9819 	EXP 	first_image: autoDraw = False
9.9819 	EXP 	first_image: autoDraw = False
9.9819 	EXP 	secondimage: autoDraw = True
10.1339 	EXP 	New trial (rep=2, index=0): None
10.1414 	EXP 	secondimage: autoDraw = False
10.1414 	EXP 	secondimage: autoDraw = False
10.1414 	EXP 	first_image: autoDraw = True
10.3064 	EXP 	first_image: autoDraw = False
10.3064 	EXP 	first_image: autoDraw = False
10.3064 	EXP 	secondimage: autoDraw = True
10.4571 	EXP 	New trial (rep=3, index=0): None
10.4655 	EXP 	secondimage: autoDraw = False
10.4655 	EXP 	secondimage: autoDraw = False
10.4655 	EXP 	first_image: autoDraw = True
10.6325 	EXP 	first_image: autoDraw = False
10.6325 	EXP 	first_image: autoDraw = False
10.6325 	EXP 	secondimage: autoDraw = True
10.7863 	EXP 	New trial (rep=4, index=0): None
10.7940 	EXP 	secondimage: autoDraw = False
10.7940 	EXP 	secondimage: autoDraw = False
10.7940 	EXP 	first_image: autoDraw = True
10.8155 	WARNING 	t of last frame was 21.57ms (=1/46)
10.9568 	EXP 	first_image: autoDraw = False
10.9568 	EXP 	first_image: autoDraw = False
