1.2158 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
5.4993 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1440, 900]. Using actual size
6.7334 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

6.7343 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f8d2139cbe0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7f8cd60ad5b0>, multiSample=False, name='window1', numSamples=2, pos=[360.0, 225.0], screen=0, size=array([2880, 1800]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.7348 	EXP 	window1: mouseVisible = True
6.7358 	EXP 	window1: mouseVisible = False
6.7358 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
6.7358 	EXP 	window1: recordFrameIntervals = False
6.8218 	EXP 	window1: recordFrameIntervals = True
7.6551 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

9.6501 	EXP 	Created first_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='checkerboard1.jpg', interpolate=True, mask=None, maskParams=None, name='first_image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
9.6642 	EXP 	Created secondimage = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='checkerboard2.jpg', interpolate=True, mask=None, maskParams=None, name='secondimage', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
9.6651 	EXP 	Created sequence: random, trialTypes=1, nReps=50, seed=None
9.6654 	EXP 	New trial (rep=0, index=0): None
9.6753 	WARNING 	t of last frame was 2020.54ms (=1/0)
9.6753 	EXP 	first_image: autoDraw = True
9.8392 	EXP 	first_image: autoDraw = False
9.8392 	EXP 	first_image: autoDraw = False
9.8392 	EXP 	secondimage: autoDraw = True
9.9905 	EXP 	New trial (rep=1, index=0): None
9.9989 	EXP 	secondimage: autoDraw = False
9.9989 	EXP 	secondimage: autoDraw = False
9.9989 	EXP 	first_image: autoDraw = True
10.1579 	EXP 	first_image: autoDraw = False
10.1579 	EXP 	first_image: autoDraw = False
10.1579 	EXP 	secondimage: autoDraw = True
10.3086 	EXP 	New trial (rep=2, index=0): None
10.3157 	EXP 	secondimage: autoDraw = False
10.3157 	EXP 	secondimage: autoDraw = False
10.3157 	EXP 	first_image: autoDraw = True
10.4747 	EXP 	first_image: autoDraw = False
10.4747 	EXP 	first_image: autoDraw = False
10.4747 	EXP 	secondimage: autoDraw = True
10.6245 	EXP 	New trial (rep=3, index=0): None
10.6317 	EXP 	secondimage: autoDraw = False
10.6317 	EXP 	secondimage: autoDraw = False
10.6317 	EXP 	first_image: autoDraw = True
10.7908 	EXP 	first_image: autoDraw = False
10.7908 	EXP 	first_image: autoDraw = False
10.7908 	EXP 	secondimage: autoDraw = True
10.9433 	EXP 	New trial (rep=4, index=0): None
10.9499 	EXP 	secondimage: autoDraw = False
10.9499 	EXP 	secondimage: autoDraw = False
10.9499 	EXP 	first_image: autoDraw = True
11.1063 	EXP 	first_image: autoDraw = False
11.1063 	EXP 	first_image: autoDraw = False
11.1063 	EXP 	secondimage: autoDraw = True
11.2578 	EXP 	New trial (rep=5, index=0): None
11.2662 	EXP 	secondimage: autoDraw = False
11.2662 	EXP 	secondimage: autoDraw = False
11.2662 	EXP 	first_image: autoDraw = True
11.4236 	EXP 	first_image: autoDraw = False
11.4236 	EXP 	first_image: autoDraw = False
11.4236 	EXP 	secondimage: autoDraw = True
11.5745 	EXP 	New trial (rep=6, index=0): None
11.5823 	EXP 	secondimage: autoDraw = False
11.5823 	EXP 	secondimage: autoDraw = False
11.5823 	EXP 	first_image: autoDraw = True
11.7396 	EXP 	first_image: autoDraw = False
11.7396 	EXP 	first_image: autoDraw = False
11.7396 	EXP 	secondimage: autoDraw = True
11.8923 	EXP 	New trial (rep=7, index=0): None
11.8989 	EXP 	secondimage: autoDraw = False
11.8989 	EXP 	secondimage: autoDraw = False
11.8989 	EXP 	first_image: autoDraw = True
12.0574 	EXP 	first_image: autoDraw = False
12.0574 	EXP 	first_image: autoDraw = False
12.0574 	EXP 	secondimage: autoDraw = True
12.2177 	EXP 	New trial (rep=8, index=0): None
12.2255 	EXP 	secondimage: autoDraw = False
12.2255 	EXP 	secondimage: autoDraw = False
12.2255 	EXP 	first_image: autoDraw = True
12.3900 	EXP 	first_image: autoDraw = False
12.3900 	EXP 	first_image: autoDraw = False
12.3900 	EXP 	secondimage: autoDraw = True
12.5426 	EXP 	New trial (rep=9, index=0): None
12.5502 	EXP 	secondimage: autoDraw = False
12.5502 	EXP 	secondimage: autoDraw = False
12.5502 	EXP 	first_image: autoDraw = True
12.7071 	EXP 	first_image: autoDraw = False
12.7071 	EXP 	first_image: autoDraw = False
12.7071 	EXP 	secondimage: autoDraw = True
12.8572 	EXP 	New trial (rep=10, index=0): None
12.8657 	EXP 	secondimage: autoDraw = False
12.8657 	EXP 	secondimage: autoDraw = False
12.8657 	EXP 	first_image: autoDraw = True
13.0238 	EXP 	first_image: autoDraw = False
13.0238 	EXP 	first_image: autoDraw = False
13.0238 	EXP 	secondimage: autoDraw = True
13.1755 	EXP 	New trial (rep=11, index=0): None
13.1820 	EXP 	secondimage: autoDraw = False
13.1820 	EXP 	secondimage: autoDraw = False
13.1820 	EXP 	first_image: autoDraw = True
13.3404 	EXP 	first_image: autoDraw = False
13.3404 	EXP 	first_image: autoDraw = False
13.3404 	EXP 	secondimage: autoDraw = True
13.4914 	EXP 	New trial (rep=12, index=0): None
13.4984 	EXP 	secondimage: autoDraw = False
13.4984 	EXP 	secondimage: autoDraw = False
13.4984 	EXP 	first_image: autoDraw = True
13.6569 	EXP 	first_image: autoDraw = False
13.6569 	EXP 	first_image: autoDraw = False
13.6569 	EXP 	secondimage: autoDraw = True
13.8079 	EXP 	New trial (rep=13, index=0): None
13.8152 	EXP 	secondimage: autoDraw = False
13.8152 	EXP 	secondimage: autoDraw = False
13.8152 	EXP 	first_image: autoDraw = True
13.9734 	EXP 	first_image: autoDraw = False
13.9734 	EXP 	first_image: autoDraw = False
13.9734 	EXP 	secondimage: autoDraw = True
14.1240 	EXP 	New trial (rep=14, index=0): None
14.1325 	EXP 	secondimage: autoDraw = False
14.1325 	EXP 	secondimage: autoDraw = False
14.1325 	EXP 	first_image: autoDraw = True
14.2905 	EXP 	first_image: autoDraw = False
14.2905 	EXP 	first_image: autoDraw = False
14.2905 	EXP 	secondimage: autoDraw = True
14.4512 	EXP 	New trial (rep=15, index=0): None
14.4664 	EXP 	secondimage: autoDraw = False
14.4664 	EXP 	secondimage: autoDraw = False
14.4664 	EXP 	first_image: autoDraw = True
14.6233 	EXP 	first_image: autoDraw = False
14.6233 	EXP 	first_image: autoDraw = False
14.6233 	EXP 	secondimage: autoDraw = True
14.7733 	EXP 	New trial (rep=16, index=0): None
14.7823 	EXP 	secondimage: autoDraw = False
14.7823 	EXP 	secondimage: autoDraw = False
14.7823 	EXP 	first_image: autoDraw = True
14.9404 	EXP 	first_image: autoDraw = False
14.9404 	EXP 	first_image: autoDraw = False
14.9404 	EXP 	secondimage: autoDraw = True
15.0911 	EXP 	New trial (rep=17, index=0): None
15.0984 	EXP 	secondimage: autoDraw = False
15.0984 	EXP 	secondimage: autoDraw = False
15.0984 	EXP 	first_image: autoDraw = True
15.2565 	EXP 	first_image: autoDraw = False
15.2565 	EXP 	first_image: autoDraw = False
15.2565 	EXP 	secondimage: autoDraw = True
15.4077 	EXP 	New trial (rep=18, index=0): None
15.4155 	EXP 	secondimage: autoDraw = False
15.4155 	EXP 	secondimage: autoDraw = False
15.4155 	EXP 	first_image: autoDraw = True
15.5738 	EXP 	first_image: autoDraw = False
15.5738 	EXP 	first_image: autoDraw = False
