1.0858 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
5.2692 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1440, 900]. Using actual size
6.5175 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

6.5188 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7ff173f3bc10>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7ff13cbda430>, multiSample=False, name='window1', numSamples=2, pos=[360.0, 225.0], screen=0, size=array([2880, 1800]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.5194 	EXP 	window1: mouseVisible = True
6.5204 	EXP 	window1: mouseVisible = False
6.5204 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
6.5205 	EXP 	window1: recordFrameIntervals = False
6.6008 	EXP 	window1: recordFrameIntervals = True
7.4509 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

9.4546 	EXP 	Created first_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='checkerboard1.jpg', interpolate=True, mask=None, maskParams=None, name='first_image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
9.4702 	EXP 	Created secondimage = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='checkerboard2.jpg', interpolate=True, mask=None, maskParams=None, name='secondimage', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
9.4750 	EXP 	Created delay_fix = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([ 1, -1, -1]), fillColorSpace='rgb', fillRGB=array([ 1, -1, -1]), interpolate=True, lineColor=array([ 1, -1, -1]), lineColorSpace='rgb', lineRGB=array([ 1, -1, -1]), lineWidth=1.0, name='delay_fix', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.01, 0.01]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
9.4786 	EXP 	Created newfix = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([ 1, -1, -1]), fillColorSpace='rgb', fillRGB=array([ 1, -1, -1]), interpolate=True, lineColor=array([ 1, -1, -1]), lineColorSpace='rgb', lineRGB=array([ 1, -1, -1]), lineWidth=1.0, name='newfix', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.01, 0.01]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
9.4801 	EXP 	Created sequence: random, trialTypes=1, nReps=150, seed=None
9.4807 	EXP 	New trial (rep=0, index=0): None
9.4901 	WARNING 	t of last frame was 2039.50ms (=1/0)
9.4901 	EXP 	first_image: autoDraw = True
9.5201 	WARNING 	t of last frame was 23.71ms (=1/42)
9.9831 	EXP 	first_image: autoDraw = False
9.9831 	EXP 	first_image: autoDraw = False
9.9831 	EXP 	secondimage: autoDraw = True
10.4691 	EXP 	New trial (rep=1, index=0): None
10.4772 	EXP 	secondimage: autoDraw = False
10.4772 	EXP 	secondimage: autoDraw = False
10.4772 	EXP 	first_image: autoDraw = True
10.9743 	EXP 	first_image: autoDraw = False
10.9743 	EXP 	first_image: autoDraw = False
10.9743 	EXP 	secondimage: autoDraw = True
11.4595 	EXP 	New trial (rep=2, index=0): None
11.4679 	EXP 	secondimage: autoDraw = False
11.4679 	EXP 	secondimage: autoDraw = False
11.4679 	EXP 	first_image: autoDraw = True
11.9666 	EXP 	first_image: autoDraw = False
11.9666 	EXP 	first_image: autoDraw = False
11.9666 	EXP 	secondimage: autoDraw = True
12.4523 	EXP 	New trial (rep=3, index=0): None
12.4596 	EXP 	secondimage: autoDraw = False
12.4596 	EXP 	secondimage: autoDraw = False
12.4596 	EXP 	first_image: autoDraw = True
12.9580 	EXP 	first_image: autoDraw = False
12.9580 	EXP 	first_image: autoDraw = False
12.9580 	EXP 	secondimage: autoDraw = True
13.4443 	EXP 	New trial (rep=4, index=0): None
13.4517 	EXP 	secondimage: autoDraw = False
13.4517 	EXP 	secondimage: autoDraw = False
13.4517 	EXP 	first_image: autoDraw = True
13.9501 	EXP 	first_image: autoDraw = False
13.9501 	EXP 	first_image: autoDraw = False
13.9501 	EXP 	secondimage: autoDraw = True
14.4357 	EXP 	New trial (rep=5, index=0): None
14.4432 	EXP 	secondimage: autoDraw = False
14.4432 	EXP 	secondimage: autoDraw = False
14.4432 	EXP 	first_image: autoDraw = True
14.9417 	EXP 	first_image: autoDraw = False
14.9417 	EXP 	first_image: autoDraw = False
14.9417 	EXP 	secondimage: autoDraw = True
15.4359 	EXP 	New trial (rep=6, index=0): None
15.4441 	EXP 	secondimage: autoDraw = False
15.4441 	EXP 	secondimage: autoDraw = False
15.4441 	EXP 	first_image: autoDraw = True
15.9422 	EXP 	first_image: autoDraw = False
15.9422 	EXP 	first_image: autoDraw = False
15.9422 	EXP 	secondimage: autoDraw = True
16.4354 	EXP 	New trial (rep=7, index=0): None
16.4430 	EXP 	secondimage: autoDraw = False
16.4430 	EXP 	secondimage: autoDraw = False
16.4430 	EXP 	first_image: autoDraw = True
16.9410 	EXP 	first_image: autoDraw = False
16.9410 	EXP 	first_image: autoDraw = False
16.9410 	EXP 	secondimage: autoDraw = True
17.4261 	EXP 	New trial (rep=8, index=0): None
17.4342 	EXP 	secondimage: autoDraw = False
17.4342 	EXP 	secondimage: autoDraw = False
17.4342 	EXP 	first_image: autoDraw = True
17.9247 	EXP 	first_image: autoDraw = False
17.9247 	EXP 	first_image: autoDraw = False
17.9247 	EXP 	secondimage: autoDraw = True
18.4097 	EXP 	New trial (rep=9, index=0): None
18.4182 	EXP 	secondimage: autoDraw = False
18.4182 	EXP 	secondimage: autoDraw = False
18.4182 	EXP 	first_image: autoDraw = True
18.9170 	EXP 	first_image: autoDraw = False
18.9170 	EXP 	first_image: autoDraw = False
18.9170 	EXP 	secondimage: autoDraw = True
19.4014 	EXP 	New trial (rep=10, index=0): None
19.4076 	EXP 	secondimage: autoDraw = False
19.4076 	EXP 	secondimage: autoDraw = False
19.4076 	EXP 	first_image: autoDraw = True
19.9005 	EXP 	first_image: autoDraw = False
19.9005 	EXP 	first_image: autoDraw = False
19.9005 	EXP 	secondimage: autoDraw = True
20.3858 	EXP 	New trial (rep=11, index=0): None
20.3931 	EXP 	secondimage: autoDraw = False
20.3931 	EXP 	secondimage: autoDraw = False
20.3931 	EXP 	first_image: autoDraw = True
20.8913 	EXP 	first_image: autoDraw = False
20.8913 	EXP 	first_image: autoDraw = False
20.8913 	EXP 	secondimage: autoDraw = True
21.3765 	EXP 	New trial (rep=12, index=0): None
21.3839 	EXP 	secondimage: autoDraw = False
21.3839 	EXP 	secondimage: autoDraw = False
21.3839 	EXP 	first_image: autoDraw = True
21.8743 	EXP 	first_image: autoDraw = False
21.8743 	EXP 	first_image: autoDraw = False
21.8743 	EXP 	secondimage: autoDraw = True
22.3598 	EXP 	New trial (rep=13, index=0): None
22.3681 	EXP 	secondimage: autoDraw = False
22.3681 	EXP 	secondimage: autoDraw = False
22.3681 	EXP 	first_image: autoDraw = True
22.8587 	EXP 	first_image: autoDraw = False
22.8587 	EXP 	first_image: autoDraw = False
22.8587 	EXP 	secondimage: autoDraw = True
23.3526 	EXP 	New trial (rep=14, index=0): None
23.3601 	EXP 	secondimage: autoDraw = False
23.3601 	EXP 	secondimage: autoDraw = False
23.3601 	EXP 	first_image: autoDraw = True
23.8586 	EXP 	first_image: autoDraw = False
23.8586 	EXP 	first_image: autoDraw = False
23.8586 	EXP 	secondimage: autoDraw = True
24.3524 	EXP 	New trial (rep=15, index=0): None
24.3600 	EXP 	secondimage: autoDraw = False
24.3600 	EXP 	secondimage: autoDraw = False
24.3600 	EXP 	first_image: autoDraw = True
24.7820 	DATA 	Keypress: escape
24.7885 	WARNING 	t of last frame was 47.59ms (=1/21)
25.0305 	EXP 	window1: mouseVisible = True
